Title,URL
"
      District Provision Tool - Self-employment - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/district-provision-tool/self-employment
Carer's Allowance: report changes - GOV.UK,https://www.gov.uk/carers-allowance-report-change
"
      Complain about childcare - GOV.UK
  ",https://www.gov.uk/complain-about-childcare
"
      Prison life: Pregnancy and childcare in prison - GOV.UK
  ",https://www.gov.uk/life-in-prison/pregnancy-and-childcare-in-prison
"
      Expenses and benefits: company cars and fuel: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-company-cars
"
      Expenses and benefits: company cars and fuel: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-company-cars/technical-guidance
"
      Expenses and benefits: company cars and fuel: Work out the value - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-company-cars/work-out-the-value
"
      Expenses and benefits: company cars and fuel: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-company-cars/what-to-report-and-pay
"
      Expenses and benefits: company cars and fuel: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-company-cars/whats-exempt
"
      Expenses and benefits: credit, debit and charge cards: Overview - GOV.UK
  ",https://www.gov.uk/expenses-benefits-credit-debit-charge-cards
"
      Expenses and benefits: credit, debit and charge cards: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-benefits-credit-debit-charge-cards/technical-guidance
"
      Expenses and benefits: credit, debit and charge cards: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-benefits-credit-debit-charge-cards/what-to-report-and-pay
"
      Expenses and benefits: credit, debit and charge cards: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-benefits-credit-debit-charge-cards/whats-exempt
"
      Apply for new style employment and support allowance beta assessment report - GOV.UK
  ",https://www.gov.uk/service-standard-reports/apply-for-new-style-employment-and-support-allowance-esa-beta-assessment-report
"
      Expenses and benefits: bonuses: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-bonuses
"
      Expenses and benefits: bonuses: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-bonuses/technical-guidance
"
      Expenses and benefits: bonuses: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-bonuses/what-to-report-and-pay
Childcare out of school hours - GOV.UK,https://www.gov.uk/childcare-out-of-school-hours
"
      Expenses and benefits: sporting or recreational facilities: Overview - GOV.UK
  ",https://www.gov.uk/expenses-benefits-sporting-recreational-facilities
"
      Expenses and benefits: sporting or recreational facilities: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-benefits-sporting-recreational-facilities/technical-guidance
"
      Expenses and benefits: sporting or recreational facilities: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-benefits-sporting-recreational-facilities/what-to-report-and-pay
"
      Expenses and benefits: sporting or recreational facilities: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-benefits-sporting-recreational-facilities/whats-exempt
"
      Childminders and childcare providers: register with Ofsted - Pausing your application - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/childminders-and-childcare-providers-register-with-ofsted/pausing-your-application
Benefits and financial support for families - GOV.UK,https://www.gov.uk/browse/benefits/families
"
      Childminders and childcare providers: register with Ofsted - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/childminders-and-childcare-providers-register-with-ofsted
"
      Green Deal: energy saving for your home: Improvements and benefits to your home - GOV.UK
  ",https://www.gov.uk/green-deal-energy-saving-measures/improvements-and-benefits-to-your-home
"
      Help if you're a student with a learning difficulty, health problem or disability: Disabled Students' Allowance - GOV.UK
  ",https://www.gov.uk/disabled-students-allowance-dsa
"
      Help if you're a student with a learning difficulty, health problem or disability: Further information - GOV.UK
  ",https://www.gov.uk/disabled-students-allowance-dsa/further-information
"
      Help if you're a student with a learning difficulty, health problem or disability: How to apply - GOV.UK
  ",https://www.gov.uk/disabled-students-allowance-dsa/how-to-claim
"
      Help if you're a student with a learning difficulty, health problem or disability: Eligibility - GOV.UK
  ",https://www.gov.uk/disabled-students-allowance-dsa/eligibility
"
      CLOSED: Socially Inclusive Self Employment call in Sheffield City Region LEP area (OC28S18P1103)  - GOV.UK
  ",https://www.gov.uk/european-structural-investment-funds/socially-inclusive-self-employment-call-in-sheffield-city-region-lep-area-oc28s18p1103
"
      Make benefit debt deductions from an employee's pay: Overview - GOV.UK
  ",https://www.gov.uk/make-benefit-debt-deductions
"
      Make benefit debt deductions from an employee's pay: What counts as earnings - GOV.UK
  ",https://www.gov.uk/make-benefit-debt-deductions/what-counts-as-earnings
"
      Make benefit debt deductions from an employee's pay: Calculating DEA - GOV.UK
  ",https://www.gov.uk/make-benefit-debt-deductions/calculating-dea
"
      Make benefit debt deductions from an employee's pay: How it works - GOV.UK
  ",https://www.gov.uk/make-benefit-debt-deductions/how-it-works
How to claim Universal Credit: step by step - GOV.UK,https://www.gov.uk/how-to-claim-universal-credit
"
      Benefits calculators - GOV.UK
  ",https://www.gov.uk/benefits-calculators
"
      Cost of living support: Childcare and maternity costs - GOV.UK
  ",https://www.gov.uk/cost-of-living/childcare-and-maternity-costs
"
      Cost of living support: Benefits, tax and work - GOV.UK
  ",https://www.gov.uk/cost-of-living/benefits-tax-work
"
      Income Tax: introduction: Tax-free and taxable state benefits - GOV.UK
  ",https://www.gov.uk/income-tax/taxfree-and-taxable-state-benefits
"
      Expenses and benefits: private use of heavy goods vehicles - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-heavy-goods-vehicles
"
      Help someone with their benefit claim: Overview - GOV.UK
  ",https://www.gov.uk/help-someone-with-benefit-claim
"
      Help someone with their benefit claim: Manage someone's claim for them - GOV.UK
  ",https://www.gov.uk/help-someone-with-benefit-claim/manage-someones-claim-for-them
"
      Help someone with their benefit claim: Get advice and information about someone’s claim - GOV.UK
  ",https://www.gov.uk/help-someone-with-benefit-claim/get-advice-and-information-about-someones-claim
"
      Apply online for new style employment and support allowance alpha reassessment report - GOV.UK
  ",https://www.gov.uk/service-standard-reports/apply-online-for-new-style-employment-and-support-allowance-alpha-reassessment-report
"
      Apply for New Style Jobseeker’s Allowance - GOV.UK
  ",https://www.gov.uk/service-standard-reports/apply-for-new-style-jobseekers-allowance
Check benefits and financial support you can get - GOV.UK,https://www.gov.uk/check-benefits-financial-support
"
      Help paying for childcare: Childcare you can get help paying for - GOV.UK
  ",https://www.gov.uk/help-with-childcare-costs
"
      Help paying for childcare: Help with childcare while you study - GOV.UK
  ",https://www.gov.uk/help-with-childcare-costs/support-while-you-study
"
      Help paying for childcare: Childcare vouchers and other employer schemes - GOV.UK
  ",https://www.gov.uk/help-with-childcare-costs/childcare-vouchers
"
      Help paying for childcare: Universal Credit and childcare - GOV.UK
  ",https://www.gov.uk/help-with-childcare-costs/universal-credit
"
      Help paying for childcare: Tax credits and childcare - GOV.UK
  ",https://www.gov.uk/help-with-childcare-costs/tax-credits
"
      Help paying for childcare: Free education and childcare for 2-year-olds if you claim certain benefits - GOV.UK
  ",https://www.gov.uk/help-with-childcare-costs/free-childcare-2-year-olds-claim-benefits
"
      Help paying for childcare: 15 hours free childcare for 3 and 4-year-olds - GOV.UK
  ",https://www.gov.uk/help-with-childcare-costs/free-childcare-and-education-for-3-to-4-year-olds
Get childcare: step by step - GOV.UK,https://www.gov.uk/get-childcare
"
      Check you're eligible for free childcare if you're working - GOV.UK
  ",https://www.gov.uk/check-eligible-free-childcare-if-youre-working
"
      Expenses and benefits: mobile phones: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-mobile-phones
"
      Expenses and benefits: mobile phones: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-mobile-phones/technical-guidance
"
      Expenses and benefits: mobile phones: Work out the value - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-mobile-phones/work-out-the-value
"
      Expenses and benefits: mobile phones: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-mobile-phones/what-to-report-and-pay
"
      Expenses and benefits: mobile phones: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-mobile-phones/whats-exempt
Parliamentary Under Secretary of State for Education and Childcare - GOV.UK,https://www.gov.uk/government/ministers/parliamentary-under-secretary-of-state-for-education-and-childcare
Get Tax-Free Childcare: step by step - GOV.UK,https://www.gov.uk/get-tax-free-childcare
"
      Reduced Earnings Allowance: Overview - GOV.UK
  ",https://www.gov.uk/reduced-earnings-allowance
"
      Reduced Earnings Allowance: Report a change in circumstances - GOV.UK
  ",https://www.gov.uk/reduced-earnings-allowance/report-change-in-circumstances
"
      Reduced Earnings Allowance: How to claim - GOV.UK
  ",https://www.gov.uk/reduced-earnings-allowance/how-to-claim
"
      Reduced Earnings Allowance: Eligibility - GOV.UK
  ",https://www.gov.uk/reduced-earnings-allowance/eligibility
"
      Reduced Earnings Allowance: What you'll get - GOV.UK
  ",https://www.gov.uk/reduced-earnings-allowance/what-youll-get
"
      Contact the Disability Service Centre - GOV.UK
  ",https://www.gov.uk/disability-benefits-helpline
"
      Expenses and benefits: meals for employees and directors: Overview - GOV.UK
  ",https://www.gov.uk/expenses-benefits-meals-employees-directors
"
      Expenses and benefits: meals for employees and directors: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-benefits-meals-employees-directors/technical-guidance
"
      Expenses and benefits: meals for employees and directors: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-benefits-meals-employees-directors/what-to-report-and-pay
"
      Expenses and benefits: meals for employees and directors: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-benefits-meals-employees-directors/whats-exempt
"
      Expenses and benefits: employee liabilities and indemnity insurance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-indemnity-insurance
"
      Expenses and benefits: compensation for injuries at work - GOV.UK
  ",https://www.gov.uk/expenses-benefits-compensation-injuries-at-work
"
      Expenses and benefits: income tax paid on directors' behalf: Overview - GOV.UK
  ",https://www.gov.uk/expenses-benefits-income-tax-paid-directors-behalf
"
      Expenses and benefits: income tax paid on directors' behalf: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-benefits-income-tax-paid-directors-behalf/technical-guidance
"
      Expenses and benefits: income tax paid on directors' behalf: Work out the value - GOV.UK
  ",https://www.gov.uk/expenses-benefits-income-tax-paid-directors-behalf/work-out-the-value
"
      Expenses and benefits: income tax paid on directors' behalf: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-benefits-income-tax-paid-directors-behalf/what-to-report-and-pay
"
      Expenses and benefits: income tax paid on directors' behalf: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-benefits-income-tax-paid-directors-behalf/whats-exempt
"
      Claiming benefits if you live, move or travel abroad: Overview - GOV.UK
  ",https://www.gov.uk/claim-benefits-abroad
"
      Claiming benefits if you live, move or travel abroad: Bereavement benefits - GOV.UK
  ",https://www.gov.uk/claim-benefits-abroad/bereavement-benefits
"
      Claiming benefits if you live, move or travel abroad: Winter Fuel Payments - GOV.UK
  ",https://www.gov.uk/claim-benefits-abroad/winter-fuel-payments
"
      Claiming benefits if you live, move or travel abroad: Benefits for carers and people with disabilities  - GOV.UK
  ",https://www.gov.uk/claim-benefits-abroad/disability-benefits
"
      Claiming benefits if you live, move or travel abroad: Illness and injury benefits - GOV.UK
  ",https://www.gov.uk/claim-benefits-abroad/illness-injury-benefits
"
      Claiming benefits if you live, move or travel abroad: Maternity and childcare benefits - GOV.UK
  ",https://www.gov.uk/claim-benefits-abroad/maternity-and-childcare-benefits
"
      Claiming benefits if you live, move or travel abroad: Jobseeker's Allowance - GOV.UK
  ",https://www.gov.uk/claim-benefits-abroad/jobseekers-allowance
"
      Claiming benefits if you live, move or travel abroad: Universal Credit - GOV.UK
  ",https://www.gov.uk/claim-benefits-abroad/universal-credit
"
      Claiming benefits if you live, move or travel abroad: Where you can claim benefits - GOV.UK
  ",https://www.gov.uk/claim-benefits-abroad/where-you-can-claim-benefits
"
      Corporation Tax rates and reliefs: Allowances and reliefs - GOV.UK
  ",https://www.gov.uk/corporation-tax-rates/allowances-and-reliefs
"
      Personal Independence Payment (PIP): What PIP is for - GOV.UK
  ",https://www.gov.uk/pip
"
      Personal Independence Payment (PIP): Claiming PIP if you might have 12 months or less to live - GOV.UK
  ",https://www.gov.uk/pip/claiming-if-you-might-have-12-months-or-less-to-live
"
      Personal Independence Payment (PIP): Change of circumstances - GOV.UK
  ",https://www.gov.uk/pip/change-of-circumstances
"
      Personal Independence Payment (PIP): If your PIP claim is reviewed - GOV.UK
  ",https://www.gov.uk/pip/when-your-pip-claim-is-reviewed
"
      Personal Independence Payment (PIP): How to claim - GOV.UK
  ",https://www.gov.uk/pip/how-to-claim
"
      Personal Independence Payment (PIP): How much you’ll get - GOV.UK
  ",https://www.gov.uk/pip/how-much-youll-get
"
      Personal Independence Payment (PIP):  Eligibility - GOV.UK
  ",https://www.gov.uk/pip/eligibility
"
      Tax credits: your payment dates - GOV.UK
  ",https://www.gov.uk/when-is-your-next-tax-credits-payment
"
      Tax credits overpayments: Overview - GOV.UK
  ",https://www.gov.uk/tax-credits-overpayments
"
      Tax credits overpayments: If you do not repay HMRC - GOV.UK
  ",https://www.gov.uk/tax-credits-overpayments/not-repay-hmrc
"
      Tax credits overpayments: If you get Universal Credit - GOV.UK
  ",https://www.gov.uk/tax-credits-overpayments/universal-credit
"
      Tax credits overpayments: If you cannot afford your repayments - GOV.UK
  ",https://www.gov.uk/tax-credits-overpayments/cant-afford-repayments
"
      Tax credits overpayments: How to repay your tax credits - GOV.UK
  ",https://www.gov.uk/tax-credits-overpayments/repay-your-tax-credits
"
      Tax credits if you have a baby - GOV.UK
  ",https://www.gov.uk/tax-credits-if-you-have-baby
"
      Working Tax Credit: Eligibility - GOV.UK
  ",https://www.gov.uk/working-tax-credit
"
      Working Tax Credit: Leave and gaps in your employment - GOV.UK
  ",https://www.gov.uk/working-tax-credit/further-information
"
      Working Tax Credit: How to claim - GOV.UK
  ",https://www.gov.uk/working-tax-credit/how-to-claim
"
      Working Tax Credit: What you'll get - GOV.UK
  ",https://www.gov.uk/working-tax-credit/what-youll-get
"
      Report changes that affect your tax credits - GOV.UK
  ",https://www.gov.uk/changes-affect-tax-credits
"
      How to claim tax credits: How to claim - GOV.UK
  ",https://www.gov.uk/claim-tax-credits
"
      How to claim tax credits: Work out your hours - GOV.UK
  ",https://www.gov.uk/claim-tax-credits/working-hours
"
      How to claim tax credits: What counts as income - GOV.UK
  ",https://www.gov.uk/claim-tax-credits/what-counts-as-income
"
      How to claim tax credits: Backdate a claim - GOV.UK
  ",https://www.gov.uk/claim-tax-credits/backdate-a-claim
"
      How to claim tax credits: Joint claims - GOV.UK
  ",https://www.gov.uk/claim-tax-credits/joint-claims
"
      How to claim tax credits: When to claim - GOV.UK
  ",https://www.gov.uk/claim-tax-credits/when-to-claim
"
      Tax credits: appeals and complaints: Overview - GOV.UK
  ",https://www.gov.uk/tax-credits-appeals-complaints
"
      Tax credits: appeals and complaints: Complain about tax credits - GOV.UK
  ",https://www.gov.uk/tax-credits-appeals-complaints/complaints
"
      Tax credits: appeals and complaints: Disagree with a tax credits decision - GOV.UK
  ",https://www.gov.uk/tax-credits-appeals-complaints/disagree-with-a-tax-credits-decision
"
      Help with your energy bills: If you're on benefits or have a low income  - GOV.UK
  ",https://www.gov.uk/get-help-energy-bills
"
      Tax credits: appeals and complaints: Dispute a tax credits overpayment - GOV.UK
  ",https://www.gov.uk/tax-credits-appeals-complaints/dispute-tax-credits-overpayment
"
      Claiming and dealing with tax credits for someone else: Overview - GOV.UK
  ",https://www.gov.uk/getting-help-with-your-tax-credits-claim
"
      Claiming and dealing with tax credits for someone else: Claim on behalf of your child - GOV.UK
  ",https://www.gov.uk/getting-help-with-your-tax-credits-claim/claim-on-behalf-of-your-child
"
      Claiming and dealing with tax credits for someone else: Appointees - GOV.UK
  ",https://www.gov.uk/getting-help-with-your-tax-credits-claim/appointees
"
      Claiming and dealing with tax credits for someone else: Authorisation - GOV.UK
  ",https://www.gov.uk/getting-help-with-your-tax-credits-claim/authorisation
"
      Child Tax Credit when your child reaches 16 - GOV.UK
  ",https://www.gov.uk/child-tax-credit-when-child-reaches-16
"
      Correct a mistake on your tax credits claim form - GOV.UK
  ",https://www.gov.uk/correct-mistake-tax-credits-claim-form
"
      Child Benefit complaints - GOV.UK
  ",https://www.gov.uk/child-benefit-complaints
"
      Childcare Grant: Overview - GOV.UK
  ",https://www.gov.uk/childcare-grant
"
      Childcare Grant: How to apply - GOV.UK
  ",https://www.gov.uk/childcare-grant/how-to-claim
"
      Childcare Grant: Eligibility - GOV.UK
  ",https://www.gov.uk/childcare-grant/eligibility
"
      Childcare Grant: What you'll get - GOV.UK
  ",https://www.gov.uk/childcare-grant/what-youll-get
"
      Expenses and benefits: offshore transfers in the oil and gas industries - GOV.UK
  ",https://www.gov.uk/expenses-benefits-offshore-oil-gas-transfers
"
      Expenses and benefits: employee suggestion schemes - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-employee-suggestion-schemes
"
      Expenses and benefits: A to Z - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-a-to-z
"
      Expenses and benefits: gifts to employees - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-gifts-to-employees
"
      Expenses and benefits: car parking charges: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-car-parking-charges
"
      Expenses and benefits: car parking charges: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-car-parking-charges/technical-guidance
"
      Expenses and benefits: car parking charges: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-car-parking-charges/what-to-report-and-pay
"
      Expenses and benefits: car parking charges: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-car-parking-charges/whats-exempt
"
      Capital Gains and other taxes manual - Appendix 22: CGT - indexation allowance - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/capital-gains-and-other-taxes-manual/appendix-22-cgt-indexation-allowance
"
      District Provision Tool - Families, lone parents and childcare - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/district-provision-tool/families-lone-parents-and-childcare
"
      Childminders and childcare providers: register with Ofsted - Registration requirements - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/childminders-and-childcare-providers-register-with-ofsted/registration-requirements
Childcare and parenting - GOV.UK,https://www.gov.uk/browse/childcare-parenting
"
      Carer's Allowance - Live Assessment - GOV.UK
  ",https://www.gov.uk/service-standard-reports/carer-s-allowance-live-assessment
"
      Claim Child Benefits beta assessment - GOV.UK
  ",https://www.gov.uk/service-standard-reports/claim-child-benefits-beta-assessment
"
      Expenses and benefits: business travel mileage for employees' own vehicles: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-business-travel-mileage
"
      Expenses and benefits: business travel mileage for employees' own vehicles: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-business-travel-mileage/technical-guidance
"
      Expenses and benefits: business travel mileage for employees' own vehicles: Passenger payments - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-business-travel-mileage/passenger-payments
"
      Expenses and benefits: business travel mileage for employees' own vehicles: Rules for National Insurance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-business-travel-mileage/rules-for-national-insurance
"
      Expenses and benefits: business travel mileage for employees' own vehicles: Rules for tax - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-business-travel-mileage/rules-for-tax
"
      How and when your benefits are paid - GOV.UK
  ",https://www.gov.uk/how-to-have-your-benefits-paid
"
      Single Customer Account - Child Benefit alpha assessment - GOV.UK
  ",https://www.gov.uk/service-standard-reports/single-customer-account-child-benefit-alpha-assessment
"
      Childminders and childcare providers: register with Ofsted - Fees - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/childminders-and-childcare-providers-register-with-ofsted/fees
"
      [Withdrawn] New one-off £500 payment for working households receiving tax credits - GOV.UK
  ",https://www.gov.uk/guidance/new-one-off-500-payment-for-working-households-receiving-tax-credits
"
      [Withdrawn] Oil and gas: tax - Investment Allowance - GOV.UK
  ",https://www.gov.uk/guidance/oil-tax-investment-allowance
"
      How to benefit species and habitats biodiversity in your woodland - GOV.UK
  ",https://www.gov.uk/guidance/how-to-benefit-species-and-habitats-biodiversity-in-your-woodland
"
      Expenses and benefits: congestion charges: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-congestion-charges
"
      Expenses and benefits: congestion charges: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-congestion-charges/technical-guidance
"
      Expenses and benefits: congestion charges: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-congestion-charges/what-to-report-and-pay
"
      Expenses and benefits: congestion charges: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-congestion-charges/whats-exempt
"
      [Withdrawn] Salary and other benefits - GOV.UK
  ",https://www.gov.uk/guidance/fast-track-apprenticeship-salary-and-benefits
"
      Business Premises Renovation Allowance (BPRA) - GOV.UK
  ",https://www.gov.uk/guidance/business-premises-renovation-allowance-bpra
"
      Getting paid as a childcare provider - GOV.UK
  ",https://www.gov.uk/guidance/getting-paid-as-a-childcare-provider
"
      Working out your income for tax credit claims and renewals - GOV.UK
  ",https://www.gov.uk/guidance/tax-credits-working-out-income
"
      Guardian's Allowance  - GOV.UK
  ",https://www.gov.uk/government/organisations/hm-revenue-customs/contact/guardians-allowance-helpline
"
      [Withdrawn] Making a childcare bubble with another household - GOV.UK
  ",https://www.gov.uk/guidance/making-a-childcare-bubble-with-another-household
"
      How to verify your identity for Universal Credit - GOV.UK
  ",https://www.gov.uk/guidance/how-to-verify-your-identity-for-universal-credit
"
      Find out about money taken off your Universal Credit payment - GOV.UK
  ",https://www.gov.uk/guidance/find-out-about-money-taken-off-your-universal-credit-payment
"
      Capital Gains and other taxes manual - Appendix 3: form VO 1040 - capital allowances - request for RBS assistance - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/capital-gains-and-other-taxes-manual/appendix-3-form-vo-1040-capital-allowances-request-for-rbs-assistance
"
      Help to find work for Universal Credit claimants aged 16 to 24 - GOV.UK
  ",https://www.gov.uk/guidance/help-to-find-work-for-universal-credit-claimants-aged-18-to-24
"
      Local Overseas Allowance (LOA) - GOV.UK
  ",https://www.gov.uk/guidance/local-overseas-allowance-loa
"
      CLOSED: Starting out Supporting Self Employment: Leeds City Region LEP area (OC20S18P1117) - GOV.UK
  ",https://www.gov.uk/european-structural-investment-funds/starting-out-supporting-self-employment-leeds-city-region-lep-area-oc20s18p1117
"
      Check if you can claim enhanced structures and buildings allowance relief in UK Freeport or Investment Zone special tax sites - GOV.UK
  ",https://www.gov.uk/guidance/check-if-you-can-claim-enhanced-structures-and-buildings-allowance-relief-in-freeport-tax-sites
"
      Universal Credit advances - GOV.UK
  ",https://www.gov.uk/guidance/universal-credit-advances
"
      Universal Credit and earnings - GOV.UK
  ",https://www.gov.uk/guidance/universal-credit-and-earnings
"
      Universal Credit consent and disclosure of information - GOV.UK
  ",https://www.gov.uk/guidance/universal-credit-consent-and-disclosure-of-information
"
      Universal Credit: how it helps you into work - GOV.UK
  ",https://www.gov.uk/guidance/universal-credit-how-it-helps-you-into-work
"
      Childcare on domestic premises - GOV.UK
  ",https://www.gov.uk/guidance/childcare-on-domestic-premises
Childcare providers - GOV.UK,https://www.gov.uk/browse/business/childcare-providers
"
      [Withdrawn] EU ETS: allowances - GOV.UK
  ",https://www.gov.uk/guidance/eu-ets-allowances
Calculate your Married Couple’s Allowance - GOV.UK,https://www.gov.uk/calculate-married-couples-allowance
"
      Universal Credit and employers - GOV.UK
  ",https://www.gov.uk/guidance/universal-credit-information-for-employers
"
      War Pension Scheme: Clothing Allowance - GOV.UK
  ",https://www.gov.uk/guidance/war-pension-scheme-clothing-allowance
"
      Universal Credit childcare costs - GOV.UK
  ",https://www.gov.uk/guidance/universal-credit-childcare-costs
"
      Moving from Housing Benefit to Universal Credit - GOV.UK
  ",https://www.gov.uk/guidance/moving-from-housing-benefit-to-universal-credit
"
      Universal Credit and students - GOV.UK
  ",https://www.gov.uk/guidance/universal-credit-and-students
"
      Claim personal allowances and tax refunds if you live abroad (R43) - GOV.UK
  ",https://www.gov.uk/guidance/claim-personal-allowances-and-tax-refunds-if-you-live-abroad
"
      War Pension Scheme: Part Time Treatment Allowance - GOV.UK
  ",https://www.gov.uk/guidance/war-pension-scheme-part-time-treatment-allowance
"
      Budgeting Loans: How they work - GOV.UK
  ",https://www.gov.uk/budgeting-help-benefits
"
      Budgeting Loans: Other help you can get - GOV.UK
  ",https://www.gov.uk/budgeting-help-benefits/other-help-you-can-get
"
      Budgeting Loans: After you apply - GOV.UK
  ",https://www.gov.uk/budgeting-help-benefits/after-you-apply
"
      Budgeting Loans: Apply - GOV.UK
  ",https://www.gov.uk/budgeting-help-benefits/how-to-apply
"
      Budgeting Loans: Paying back the loan - GOV.UK
  ",https://www.gov.uk/budgeting-help-benefits/repayments
"
      Budgeting Loans: What you could get - GOV.UK
  ",https://www.gov.uk/budgeting-help-benefits/what-youll-get
"
      Budgeting Loans: Check if you're eligible - GOV.UK
  ",https://www.gov.uk/budgeting-help-benefits/eligibility
"
      Appeal a benefit decision: Overview - GOV.UK
  ",https://www.gov.uk/appeal-benefit-decision
"
      Appeal a benefit decision: What happens at the hearing - GOV.UK
  ",https://www.gov.uk/appeal-benefit-decision/at-the-hearing
"
      Appeal a benefit decision: After you submit your appeal - GOV.UK
  ",https://www.gov.uk/appeal-benefit-decision/after-submit-appeal
"
      Appeal a benefit decision: Submit your appeal - GOV.UK
  ",https://www.gov.uk/appeal-benefit-decision/submit-appeal
"
      War Pension Scheme: Other allowances that may be available - GOV.UK
  ",https://www.gov.uk/guidance/war-pension-scheme-other-allowances-that-may-be-available
"
      Check if you’ve gone above the money purchase annual allowance - GOV.UK
  ",https://www.gov.uk/guidance/work-out-your-allowances-if-youve-flexibly-accessed-your-pension
"
      Land Compensation Manual Section 3: Effect of the acquisition on claimant’s retained land - Practice Note 3/1: Net injurious affection (indirect benefit to retained land resulting from the scheme) - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/land-compensation-manual-section-3-effect-of-the-acquisition-on-claimant-s-retained-land/practice-note-3-1-net-injurious-affection-indirect-benefit-to-retained-land-resulting-from-the-scheme
"
      Apply for Universal Credit and other benefits: Homes for Ukraine - GOV.UK
  ",https://www.gov.uk/guidance/apply-for-universal-credit-and-other-benefits-homes-for-ukraine
"
      Taking higher tax-free lump sums with protected allowances - GOV.UK
  ",https://www.gov.uk/guidance/taking-higher-tax-free-lump-sums-with-lifetime-allowance-protection
"
      Payrolling employees: taxable benefits and expenses - GOV.UK
  ",https://www.gov.uk/guidance/paying-your-employees-expenses-and-benefits-through-your-payroll
"
      Laundry allowance claims from Ratings and Other Ranks in the Ministry of Defence - GOV.UK
  ",https://www.gov.uk/guidance/laundry-allowance-claims-from-ratings-and-other-ranks-in-the-ministry-of-defense
"
      Losing your lifetime protected allowances - GOV.UK
  ",https://www.gov.uk/guidance/losing-your-lifetime-allowance-protection
"
      Taxable benefits and facilities (480: Chapter 4) - GOV.UK
  ",https://www.gov.uk/guidance/taxable-benefits-and-facilities-480-chapter-4
"
      Disposing an asset if you claimed full expensing or 50% first year allowance - GOV.UK
  ",https://www.gov.uk/guidance/disposing-an-asset-if-you-claimed-full-expensing-or-50-first-year-allowance
"
      Self-employment and Universal Credit - GOV.UK
  ",https://www.gov.uk/self-employment-and-universal-credit
Benefits and financial support if you're on a low income - GOV.UK,https://www.gov.uk/browse/benefits/low-income
"
      DBS checks for childminders and childcare workers - GOV.UK
  ",https://www.gov.uk/guidance/criminal-record-checks-for-childminders-and-childcare-workers
