Title,URL
"
      Piper PA-28-140 Cherokee, G-AYIH, 7 July 1990 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-140-cherokee-g-ayih-7-july-1990
"
      Piper PA 28-161, G-BLEJ, 8 September 1985 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-g-blej-8-september-1985
"
      Piper PA-18-150 (Modified) Super Cub, G-BJIV, 27 August 2013 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-18-150-modified-super-cub-g-bjiv-27-august-2013
"
      Piper PA-34-200T Seneca II, G-BEVG, 10 April 1994 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-34-200t-seneca-ii-g-bevg-10-april-1994
"
      Piper PA-30, F-BRUS, 12 June 1999 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-30-f-brus-12-june-1999
"
      Piper PA-24-250 Comanche, G-ARXG  Corrigendum, 24 October 1984 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-24-250-comanche-g-arxg-corrigendum-24-october-1984
"
      Piper PA-18-135 Super Cub, G-BKJB, 25 September 1985 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-18-135-super-cub-g-bkjb-25-september-1985
"
      Piper PA-24-260 B, G-BAHG, 21 April 2002 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-24-260-b-g-bahg-21-april-2002
"
      Piper PA-23-250 Aztec, G-BCBM, 14 July 1991 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-23-250-aztec-g-bcbm-14-july-1991
Find a Disabled Students' Allowance assessment provider - GOV.UK,https://www.gov.uk/disabled-students-allowances-assessment-centre
Pippa Hall - GOV.UK,https://www.gov.uk/government/people/pippa-hall
"
      Piper PA-28-161, G-BRJV, 17 May 1998 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-g-brjv-17-may-1998
"
      Piper PA-28R-201 Cherokee Arrow III, G-MEME, 6 January 2003 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28r-201-cherokee-arrow-iii-g-meme-6-january-2003
"
      Housing Benefit for local authorities: adjudication circulars - GOV.UK
  ",https://www.gov.uk/government/collections/housing-benefit-for-local-authorities-circulars
"
      Piper PA-28-180 Archer, F-BVOC, 28 April 1994 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-180-archer-f-bvoc-28-april-1994
"
      Piper PA-38-112 Tomahawk, G-BOBL, 2 August 1996 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-38-112-tomahawk-g-bobl-2-august-1996
"
      Piper PA-34-200T, G-BEAG, 14 December 1999 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-34-200t-g-beag-14-december-1999
"
      AAIB investigation to Piper PA-28-140, G-BCJN	 - GOV.UK
  ",https://www.gov.uk/aaib-reports/aaib-investigation-to-piper-pa-28-140-g-bcjn
"
      Piper PA-28RT-201T Turbo Cherokee Arrow IV, G-BNTC, 3 November 2012 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28rt-201t-turbo-cherokee-arrow-iv-g-bntc-3-november-2012
"
      Piper PA-28RT-201 Arrow IV, N82507, 7 March 1996 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28rt-201-arrow-iv-n82507-7-march-1996
"
      Piper PA-24, G-ARUO, 19 March 2000 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-24-g-aruo-19-march-2000
"
      Housing Benefit for local authorities: subsidy circulars - GOV.UK
  ",https://www.gov.uk/government/collections/housing-benefit-for-local-authorities-subsidy-circulars
"
      AAIB investigation to Piper PA-18-150, N162AW	 - GOV.UK
  ",https://www.gov.uk/aaib-reports/aaib-investigation-to-piper-pa-18-150-n162aw
"
      Piper PA-28-161 Cherokee Warrior II, G-EDGA, 6 July 2011 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-cherokee-warrior-ii-g-edga-6-july-2011
"
      Tax on your UK income if you live abroad: Personal Allowance - GOV.UK
  ",https://www.gov.uk/tax-uk-income-live-abroad/personal-allowance
"
      Piper PA-23-250 Aztec, G-YSFT, 27 September 1995 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-23-250-aztec-g-ysft-27-september-1995
"
      Miss R Latif v Eminant Childcare Ltd T/a Laugh 'n' Learn: 1301220/2017 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/miss-r-latif-v-eminant-childcare-limited-t-a-laugh-n-learn-1301220-2017
"
      Piper PA-28-161 Cherokee Warrior II, G-BRDF, 18 October 1993 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-cherokee-warrior-ii-g-brdf-18-october-1993
"
      Expenses and benefits: club membership: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-club-membership
"
      Piper PA 28-140, G-AXTH, 28 February 1988 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-140-g-axth-28-february-1988
"
      AAIB investigation to Piper PA-28-181 Cherokee Archer II, G-RNCH - GOV.UK
  ",https://www.gov.uk/aaib-reports/aaib-investigation-to-piper-pa-28-181-cherokee-archer-ii-g-rnch
"
      Mr N Gough v Pipe Dream Fittings Ltd: 1304837/2023 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/mr-n-gough-v-pipe-dream-fittings-ltd-1304837-slash-2023
"
      Piper PA-32-300 Cherokee Six, G-BADO, 21 October 1993 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-32-300-cherokee-six-g-bado-21-october-1993
"
      Ms S Lobb v Abelle Ltd t/a Abelle Childcare: 3200823/2017 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/ms-s-lobb-v-abelle-ltd-t-a-abelle-childcare-3200823-2017
"
      Piper PA-32RT-300, G-NROY, 29 October 2000 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-32rt-300-g-nroy-29-october-2000
"Fostering, adoption and surrogacy - GOV.UK",https://www.gov.uk/browse/childcare-parenting/fostering-adoption-surrogacy
"
      Self-employment: detailed information - GOV.UK
  ",https://www.gov.uk/government/collections/self-employment-detailed-information
"
      Universal Credit: working together for improved outcomes - GOV.UK
  ",https://www.gov.uk/government/speeches/universal-credit-working-together-for-improved-outcomes
"
      Piper PA-28-161 Cherokee Warrior II, G-BNOE, 28 January 2011 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-cherokee-warrior-ii-g-bnoe-28-january-2011
"
      Piper-PA-E23-250 Aztec, G-AXZP, 11 November 1993 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-e23-250-aztec-g-axzp-11-november-1993
"
      Child Benefit if you move to the UK - GOV.UK
  ",https://www.gov.uk/child-benefit-move-to-uk
"
      Landspreading: benefits and risks of the waste types you can use - 02 Waste codes - Guidance - GOV.UK
  ",https://www.gov.uk/guidance/landspreading-benefits-and-risks-of-the-waste-types-you-can-use/02-waste-codes
"
      Piper PA-28-161 Cherokee Warrior II, G-BMUZ, 7 May 1993 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-cherokee-warrior-ii-g-bmuz-7-may-1993
"
      Miss E Roylance v Oaktree Childcare Ltd: 2410350/2022 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/miss-e-roylance-v-oaktree-childcare-ltd-2410350-slash-2022
"
      UK By-catch allowances - GOV.UK
  ",https://www.gov.uk/government/consultations/proposed-catch-limits-for-may-2019/uk-by-catch-allowances
"
      Piper PA-38-112 Tomahawk, G-BGBN, 5 June 2013 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-38-112-tomahawk-g-bgbn-5-june-2013
"
      Piper PA-23-160 Apache, G-ARJU, 29 December 1992 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-23-160-apache-g-arju-29-december-1992
"
      AH v Secretary of State for Work and Pensions (PIP): [2016] UKUT 541 (AAC) - GOV.UK
  ",https://www.gov.uk/administrative-appeals-tribunal-decisions/ah-v-secretary-of-state-for-work-and-pensions-pip-2016-ukut-0541-aac
"
      AAIB Investigation to Piper PA-28-161, G-EKIR - GOV.UK
  ",https://www.gov.uk/aaib-reports/aaib-investigation-to-piper-pa-28-161-g-ekir
"
      Piper PA-38-112 Tomahawk, G-BOYT, 17 September 1997 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-38-112-tomahawk-g-boyt-17-september-1997
"
      Mr T Dalton v Capita Employee Benefits (Cons): 2201765/2021 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/mr-t-dalton-v-capita-employee-benefits-cons-2201765-slash-2021
"
      Piper PA-32-300, G-AVFS, 28 September 1990 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-32-300-g-avfs-28-september-1990
"
      Piper J3C, G-BSYO, 23 June 2000 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-j3c-g-bsyo-23-june-2000
"
      Piper PA-34-200, G-BNNB, 9 June 1990 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-34-200-g-bnnb-9-june-1990
"
      Piper PA-18-150, G-ARAM, 4 July 2001 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-18-150-g-aram-4-july-2001
"
      Piper PA-30, G-AXRO, 9 August 1987 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-30-g-axro-9-august-1987
"
      Piper PA 24 Comanche, G-ARBO, 27 April 1983 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-24-comanche-g-arbo-27-april-1983
Residential childcare worker registration (Wales) - GOV.UK,https://www.gov.uk/find-licences/residential-childcare-worker-registration-wales
"
      Prove you qualify for Child Benefit - GOV.UK
  ",https://www.gov.uk/child-benefit-proof
"
      Mrs M Norfolk v Phoenix Childcare Ltd: 1400359/2017 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/mrs-m-norfolk-v-phoenix-childcare-ltd-1400359-2017
Residential childcare manager registration (Wales) - GOV.UK,https://www.gov.uk/find-licences/residential-childcare-manager-registration-wales
"
      Piper PA-32R-301, G-ROLF, 25 November 1985 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-32r-301-g-rolf-25-november-1985
"
      Piper PA-28-161, G-BUJP, 27 August 1999 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-g-bujp-27-august-1999
"
      Piper PA28R-201 Arrow, G-BHNS, 21 June 1984 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa28r-201-arrow-g-bhns-21-june-1984
"
      Housing costs and Universal Credit: What you can get - GOV.UK
  ",https://www.gov.uk/housing-and-universal-credit
"
      Housing costs and Universal Credit: Living in a property you own - GOV.UK
  ",https://www.gov.uk/housing-and-universal-credit/property-you-own
"
      Housing costs and Universal Credit: Renting from the local authority or housing association - GOV.UK
  ",https://www.gov.uk/housing-and-universal-credit/renting-from-local-authority-or-housing-association
"
      Housing costs and Universal Credit: Renting from a private landlord - GOV.UK
  ",https://www.gov.uk/housing-and-universal-credit/renting-from-private-landlord
"
      Housing costs and Universal Credit: How to claim - GOV.UK
  ",https://www.gov.uk/housing-and-universal-credit/how-to-claim
"
      Cyproterone acetate with ethinylestradiol (co-cyprindiol): balance of benefits and risks remains positive - GOV.UK
  ",https://www.gov.uk/drug-safety-update/cyproterone-acetate-with-ethinylestradiol-co-cyprindiol-balance-of-benefits-and-risks-remains-positive
"
      Piper PA-23-160, G-BICY, 3 July 1987 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-23-160-g-bicy-3-july-1987
"
      Mr T Iqbal v Cambian Childcare Ltd: 1301524/2022 and 1301555/2022 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/mr-t-iqbal-v-cambian-childcare-ltd-1301524-slash-2022-and-1301555-slash-2022
"
      Piper PA-46 Malibu, N797HG, 8 June 1994 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-46-malibu-n797hg-8-june-1994
"
      Disability Living Allowance (DLA) for adults: Overview - GOV.UK
  ",https://www.gov.uk/dla-disability-living-allowance-benefit
"
      Disability Living Allowance (DLA) for adults: DLA rates - GOV.UK
  ",https://www.gov.uk/dla-disability-living-allowance-benefit/DLA-rates
"
      Disability Living Allowance (DLA) for adults: If you already get DLA - GOV.UK
  ",https://www.gov.uk/dla-disability-living-allowance-benefit/your-DLA-claim
"
      AW v Secretary of State for Work and Pensions (PIP): [2018] UKUT 76 (AAC) - GOV.UK
  ",https://www.gov.uk/administrative-appeals-tribunal-decisions/aw-v-secretary-of-state-for-work-and-pensions-pip-2018-ukut-76-aac
"
      Piper PA-28-201T, G-DDAY, 8 April 2001 at 1240 hrs - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-201t-g-dday-8-april-2001-at-1240-hrs
"
      11/1981 Piper PA38-112 Tomahawk, G-BGGH, 27 May 1980 - GOV.UK
  ",https://www.gov.uk/aaib-reports/11-1981-piper-pa38-112-tomahawk-g-bggh-27-may-1980
"
      Consultation on the PIP assessment 'moving around' activity - GOV.UK
  ",https://www.gov.uk/government/consultations/consultation-on-the-pip-assessment-moving-around-activity
"
      Piper PA-38-112 Tomahawk, G-BGBX, 15 August 1994 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-38-112-tomahawk-g-bgbx-15-august-1994
"
      Self-employment Manuals - GOV.UK
  ",https://www.gov.uk/government/collections/self-employment-hmrc-manuals
"
      Piper PA36-375 Brave, G-BIPJ, 6 July 1984 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa36-375-brave-g-bipj-6-july-1984
"
      Carlyle European Partners II / Britax Childcare Ltd - GOV.UK
  ",https://www.gov.uk/cma-cases/carlyle-european-partners-ii-britax-childcare-ltd
"
      Piper PA-28 RT, N32WC, 19 December 1986 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-rt-n32wc-19-december-1986
"
      Piper PA-18-150, G-AVPT, 10 February 1991 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-18-150-g-avpt-10-february-1991
"
      KL v Secretary of State for Work and Pensions (PIP): [2016] UKUT 545 (AAC) - GOV.UK
  ",https://www.gov.uk/administrative-appeals-tribunal-decisions/kl-v-secretary-of-state-for-work-and-pensions-pip-2016-ukut-545-aac
"
      Piper J3C-65 Cub, G-BTET, 31 August 2013 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-j3c-65-cub-g-btet-31-august-2013
"
      Piper PA-22-150, G-ARAX, 1 August 1999 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-22-150-g-arax-1-august-1999
"
      Piper PA-34-200 Seneca, G-TEST, 19 July 1992 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-34-200-seneca-g-test-19-july-1992
"
      Piper PA-34-200-T, G-MAIR, 3 December 1989 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-34-200-t-g-mair-3-december-1989
"
      Piper PA-38-112, G-BGRR, 22 August 1997 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-38-112-g-bgrr-22-august-1997
"
      Piper PA-30, G-BAWN, 31 March 1998 at 1402 hrs - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-30-g-bawn-31-march-1998-at-1402-hrs
"
      Queen's Speech: Tax and benefit system - GOV.UK
  ",https://www.gov.uk/government/speeches/queens-speech-tax-and-benefit-system
"
      AAIB investigation to Piper PA-28-181 Cherokee Archer II, G-OPET - GOV.UK
  ",https://www.gov.uk/aaib-reports/aaib-investigation-to-piper-pa-28-181-cherokee-archer-ii-g-opet
"
      Piper PA-23-250, G-BFVP, 15 December 1996 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-23-250-g-bfvp-15-december-1996
"
      Piper PA-28-161 Cherokee Warrior II, G-BNOD, 15 September 1993 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-cherokee-warrior-ii-g-bnod-15-september-1993
"
      Ms L Douglas and Ms C A Graham v Children4us Childcare Ltd (in liquidation): 2500330/2020 and 2500738/2020 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/ms-l-douglas-and-ms-c-a-graham-v-children4us-childcare-ltd-in-liquidation-2500330-slash-2020-and-2500738-slash-2020
"
      Piper PA-32-300 Cherokee Six, G-BADO, 28 October 1995 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-32-300-cherokee-six-g-bado-28-october-1995
"
      Mrs S Bedford v Cambian Childcare Ltd: 1803179/2023 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/mrs-s-bedford-v-cambian-childcare-ltd-1803179-slash-2023
"
      Piper PA-20 Pacer (Modified), G-BFMR, 15 July 2003 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-20-pacer-modified-g-bfmr-15-july-2003
"
      AAIB investigation to Piper PA-32R-301 Saratoga, G-SULL		 - GOV.UK
  ",https://www.gov.uk/aaib-reports/aaib-investigation-to-piper-pa-32r-301-saratoga-g-sull
"
      Piper PA-28-151, G-BCTA, 22 May 1998 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-151-g-bcta-22-may-1998
"
      AAIB investigation to Piper PA-28-181 Cherokee Archer II, G-BSIM - GOV.UK
  ",https://www.gov.uk/aaib-reports/aaib-investigation-to-piper-pa-28-181-cherokee-archer-ii-g-bsim
"
      Piper PA-18-180 Super Cub, G-ARGV, 23 August 1996 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-18-180-super-cub-g-argv-23-august-1996
"
      VO v Secretary of State for Work and Pensions (PIP): [2022] UKUT 13 (AAC)  - GOV.UK
  ",https://www.gov.uk/administrative-appeals-tribunal-decisions/vo-v-secretary-of-state-for-work-and-pensions-pip-2022-ukut-13-aac
"
      Piper PA-28R-200, G-FULL, 25 July 2001 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28r-200-g-full-25-july-2001
Benefits and financial support if you're looking for work - GOV.UK,https://www.gov.uk/browse/benefits/looking-for-work
"
      Piper PA-28-181 Cherokee Archer II, G-NERI, 17 February 1995 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-181-cherokee-archer-ii-g-neri-17-february-1995
"
      Piper PA-32R-301, G-BIYM, 26 October 1990 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-32r-301-g-biym-26-october-1990
"
      Early retirement, your pension and benefits: Benefits - GOV.UK
  ",https://www.gov.uk/early-retirement-pension/benefits
"
      Piper PA-28-161 Cherokee Warrior II, G-BURT, 27 August 2012 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-cherokee-warrior-ii-g-burt-27-august-2012
"
      DF v Secretary of State for Work and Pensions (CSPIP): [2017] UKUT 160 (AAC) - GOV.UK
  ",https://www.gov.uk/administrative-appeals-tribunal-decisions/df-v-secretary-of-state-for-work-and-pensions-cspip-2017-ukut-160-aac
"
      Self Assessment forms and helpsheets for self-employment and partnerships - GOV.UK
  ",https://www.gov.uk/government/collections/self-assessment-helpsheets-self-employment-and-partnerships
"
      Maximising economic recovery: consultation on a cluster area allowance - GOV.UK
  ",https://www.gov.uk/government/consultations/maximising-economic-recovery-consultation-on-a-cluster-area-allowance
"
      Piper PA-28-140, G-BBLA, 30 March 1987 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-140-g-bbla-30-march-1987
"
      Maximising economic recovery: consultation on a cluster area allowance - GOV.UK
  ",https://www.gov.uk/government/consultations/maximising-economic-recovery-consultation-on-a-cluster-area-allowance/maximising-economic-recovery-consultation-on-a-cluster-area-allowance
"
      Measuring the benefits of your service - Service Manual - GOV.UK
  ",https://www.gov.uk/service-manual/measuring-success/measuring-service-benefits
"
      Mr D Gynne v All Pipe Installations Ltd: 2300077/2019 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/mr-d-gynne-v-all-pipe-installations-ltd-2300077-2019
"
      Help if you have a disabled child: Childcare - GOV.UK
  ",https://www.gov.uk/help-for-disabled-child/childcare
"
      Alignment of dates for ‘making good’ on benefits-in-kind - GOV.UK
  ",https://www.gov.uk/government/consultations/alignment-of-dates-for-making-good-on-benefits-in-kind
"
      Driverless vehicles: the uses and benefits - GOV.UK
  ",https://www.gov.uk/government/speeches/driverless-vehicles-the-uses-and-benefits
"
      1/1993  Piper PA-28-161 Cadet, G-BPJT, 12 July 1992 - GOV.UK
  ",https://www.gov.uk/aaib-reports/1-1993-piper-pa-28-161-cadet-g-bpjt-12-july-1992
"
      Ms Karen Davis v Clover Leaf Childcare Ltd: 2416829/2018 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/ms-karen-davis-v-clover-leaf-childcare-ltd-2416829-2018
"
      Piper PA-28-161 Cherokee Warrior II, G-BOVK, 25 May 2013 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-cherokee-warrior-ii-g-bovk-25-may-2013
"
      Piper PA20, G-BHMO, 19 November 1988 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa20-g-bhmo-19-november-1988
"
      Piper PA-23-250, G-TAXI, 24 February 2002 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-23-250-g-taxi-24-february-2002
"
      Salary sacrifice for the provision of benefits-in-kind - GOV.UK
  ",https://www.gov.uk/government/consultations/salary-sacrifice-for-the-provision-of-benefits-in-kind
"
      Piper PA-28-140, G-AYJP, 30 August 1988 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-140-g-ayjp-30-august-1988
"
      Piper PA-31-350, G-BTAX, 24 March 1990 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-31-350-g-btax-24-march-1990
"
      Piper PA-32R-300, G-GOMM, 30 January 1989 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-32r-300-g-gomm-30-january-1989
"
      Piper PA-28-161, G-BPWA, 23 July 1997 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-g-bpwa-23-july-1997
"
      Piper PA28-140 Cherokee, G-ATJG, 19 February 1983 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa28-140-cherokee-g-atjg-19-february-1983
"
      Piper PA-18-150 (Modified) Super Cub, G-BJCI, 11 May 2003 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-18-150-modified-super-cub-g-bjci-11-may-2003
"
      Universal Credit and Universal Support - GOV.UK
  ",https://www.gov.uk/government/speeches/universal-credit-and-universal-support
"
      Piper PA-38-112 Tomahawk, G-LFSM, 23 April 2005 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-38-112-tomahawk-g-lfsm-23-april-2005
"
      AAIB investigation to Piper PA-28-161 Cherokee Warrior II, G-BNRG - GOV.UK
  ",https://www.gov.uk/aaib-reports/aaib-investigation-to-piper-pa-28-161-cherokee-warrior-ii-g-bnrg
"
      Blind Person's Allowance: Overview - GOV.UK
  ",https://www.gov.uk/blind-persons-allowance
"
      Blind Person's Allowance: Transfer your allowance - GOV.UK
  ",https://www.gov.uk/blind-persons-allowance/transfer-allowance
"
      Blind Person's Allowance: How to claim - GOV.UK
  ",https://www.gov.uk/blind-persons-allowance/how-to-claim
"
      Blind Person's Allowance: Eligibility - GOV.UK
  ",https://www.gov.uk/blind-persons-allowance/eligibility
"
      Blind Person's Allowance: What you'll get - GOV.UK
  ",https://www.gov.uk/blind-persons-allowance/what-youll-get
"
      Childcare providers and inspections: management information - GOV.UK
  ",https://www.gov.uk/government/statistical-data-sets/childcare-providers-and-inspections-management-information
"
      Ms FL Purdham v Benefit Cosmetics Ltd and John Lewis plc: 2500225/2018 - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/ms-fl-purdham-v-benefit-cosmetics-ltd-and-john-lewis-plc-2500225-2018
"
      Piper PA-23-250 Aztec, G-BGTG, 18 July 2007 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-23-250-aztec-g-bgtg-18-july-2007
"
      Piper PA-30 Twin Comanche, N65PF, 12 March 2008 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-30-twin-comanche-n65pf-12-march-2008
"
      Piper PA-34-200T, G-BOUK, 14 September 1989 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-34-200t-g-bouk-14-september-1989
"
      Expenses and benefits: tool allowances: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-tool-allowances
"
      Miss S Burns v In Safe Hands Childcare Ltd: S/4100347/2017  - GOV.UK
  ",https://www.gov.uk/employment-tribunal-decisions/miss-s-burns-v-in-safe-hands-childcare-ltd-s-slash-4100347-slash-2017
"
      Expenses and benefits: tool allowances: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-tool-allowances/technical-guidance
"
      Expenses and benefits: tool allowances: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-tool-allowances/what-to-report-and-pay
"
      Expenses and benefits: public transport: Overview - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-public-transport
"
      Piper PA28-140 Cherokee, G-BASL, 24 February 1996 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa28-140-cherokee-g-basl-24-february-1996
"
      Expenses and benefits: public transport: Technical guidance - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-public-transport/technical-guidance
"
      Expenses and benefits: public transport: What to report and pay - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-public-transport/what-to-report-and-pay
"
      Expenses and benefits: public transport: What's exempt - GOV.UK
  ",https://www.gov.uk/expenses-and-benefits-public-transport/whats-exempt
"
      Piper PA-28-161, G-BOTN and Mooney M20C, G-ODJH, 31 March 1997 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-161-g-botn-and-mooney-m20c-g-odjh-31-march-1997
"
      Secretary of State for Work and Pensions v IV (PIP): [2016] UKUT 420 (AAC) - GOV.UK
  ",https://www.gov.uk/administrative-appeals-tribunal-decisions/secretary-of-state-for-work-and-pensions-v-iv-pip-2016-ukut-420-aac
"
      EB v Secretary of State for Work and Pensions (PIP): [2017] UKUT 311 (AAC) - GOV.UK
  ",https://www.gov.uk/administrative-appeals-tribunal-decisions/eb-v-secretary-of-state-for-work-and-pensions-pip-2017-ukut-311-aac
"
      Polypipe Building Products Ltd / Verplas Ltd merger inquiry (CC) - GOV.UK
  ",https://www.gov.uk/cma-cases/polypipe-building-products-ltd-verplas-ltd-merger-inquiry-cc
"
      Tax credits: detailed information - GOV.UK
  ",https://www.gov.uk/government/collections/tax-credits-detailed-information
"
      Piper PA-28-180, G-ATUL, 30 July 1990 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-180-g-atul-30-july-1990
"
      Piper PA-38-112 Tomahawk, G-BGRN, 22 July 1993 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-38-112-tomahawk-g-bgrn-22-july-1993
"
      AAIB investigation to Piper PA-28-180 Cherokee, G-AZDX - GOV.UK
  ",https://www.gov.uk/aaib-reports/aaib-investigation-to-piper-pa-28-180-cherokee-g-azdx
"
      Tibolone: benefit-risk balance - GOV.UK
  ",https://www.gov.uk/drug-safety-update/tibolone-benefit-risk-balance
"
      Piper PA-28-180, G-BHHO, 9 August 1985 - GOV.UK
  ",https://www.gov.uk/aaib-reports/piper-pa-28-180-g-bhho-9-august-1985
"
      Aircraft Accident Report AAR 1/2020 - Piper PA-46-310P Malibu, N264DB, 21 January 2019 - GOV.UK
  ",https://www.gov.uk/aaib-reports/aircraft-accident-report-aar-1-2020-piper-pa-46-310p-malibu-n264db-21-january-2019
